,id_lancamento,id_centro_custo,id_forma_pagamento,dt_vencimento,valor,dt_pagamento,dt_competencia,ds_periodicidade,id_centro_resultado,valor_rateado,etapa_rateio,ds_canal_aquisicao,ds_segmento
1706,47647748,125736,236252,2024-11-15,-2795.43,,2024-10-01,,268,-478.51101826018544,2,,segmento-R
1707,47647748,125736,236252,2024-11-15,-2795.43,,2024-10-01,,268,-971.3677364089272,2,,segmento-S
1708,47647813,125736,236252,2024-11-15,-598.24,,2024-10-01,,268,-0.2627947150767641,2,,segmento-D
1709,47647813,125736,236252,2024-11-15,-598.24,,2024-10-01,,268,-287.69382627230266,2,,segmento-M
1710,47647813,125736,236252,2024-11-15,-598.24,,2024-10-01,,268,-102.40443565532793,2,,segmento-R
1711,47647813,125736,236252,2024-11-15,-598.24,,2024-10-01,,268,-207.87894335729268,2,,segmento-S
1712,47647814,125736,236252,2024-11-15,-278.25,,2024-10-01,,268,-0.12222958924530224,2,,segmento-D
1713,47647814,125736,236252,2024-11-15,-278.25,,2024-10-01,,268,-133.81052280066228,2,,segmento-M
1714,47647814,125736,236252,2024-11-15,-278.25,,2024-10-01,,268,-47.629771030180194,2,,segmento-R
1715,47647814,125736,236252,2024-11-15,-278.25,,2024-10-01,,268,-96.68747657991221,2,,segmento-S
1716,47649106,125737,402853,2024-11-14,-28.2,2024-11-14,2024-11-01,,288,-0.012387688829173488,2,,segmento-D
1717,47649106,125737,402853,2024-11-14,-28.2,2024-11-14,2024-11-01,,288,-13.561389911873052,2,,segmento-M
1718,47649106,125737,402853,2024-11-14,-28.2,2024-11-14,2024-11-01,,288,-4.827168169096429,2,,segmento-R
1719,47649106,125737,402853,2024-11-14,-28.2,2024-11-14,2024-11-01,,288,-9.799054230201346,2,,segmento-S
1720,47649122,125737,402853,2024-12-20,-1.38,2024-12-20,2024-11-01,,288,-0.0006062060490872132,2,,segmento-D
1721,47649122,125737,402853,2024-12-20,-1.38,2024-12-20,2024-11-01,,288,-0.6636424850491067,2,,segmento-M
1722,47649122,125737,402853,2024-12-20,-1.38,2024-12-20,2024-11-01,,288,-0.23622312316854863,2,,segmento-R
1723,47649122,125737,402853,2024-12-20,-1.38,2024-12-20,2024-11-01,,288,-0.47952818573325734,2,,segmento-S
1724,47881653,125736,402853,2024-11-11,-802.12,2024-11-11,2024-11-01,,268,-0.3523550696332141,2,,segmento-D
1725,47881653,125736,402853,2024-11-11,-802.12,2024-11-11,2024-11-01,,268,-385.7397899330359,2,,segmento-M
1726,47881653,125736,402853,2024-11-11,-802.12,2024-11-11,2024-11-01,,268,-137.30383446083786,2,,segmento-R
1727,47881653,125736,402853,2024-11-11,-802.12,2024-11-11,2024-11-01,,268,-278.724020536493,2,,segmento-S
1728,48199904,125737,433996,2024-11-01,-298.5,,2024-11-01,,288,-0.13112500409603853,2,,segmento-D
1729,48199904,125737,433996,2024-11-01,-298.5,,2024-11-01,,288,-143.5487549182307,2,,segmento-M
1730,48199904,125737,433996,2024-11-01,-298.5,,2024-11-01,,288,-51.096088598414326,2,,segmento-R
1731,48199904,125737,433996,2024-11-01,-298.5,,2024-11-01,,288,-103.72403147925893,2,,segmento-S
1732,48494442,125737,402853,2024-11-19,-2340.14,2024-11-19,2024-11-20,,288,-1.0279761041383704,2,,segmento-D
1733,48494442,125737,402853,2024-11-19,-2340.14,2024-11-19,2024-11-20,,288,-1125.3741485237801,2,,segmento-M
1734,48494442,125737,402853,2024-11-19,-2340.14,2024-11-19,2024-11-20,,288,-400.5762169939474,2,,segmento-R
1735,48494442,125737,402853,2024-11-19,-2340.14,2024-11-19,2024-11-20,,288,-813.1616583781339,2,,segmento-S
1736,48494987,125737,402853,2024-11-19,0.0,2024-11-19,2024-11-20,,288,0.0,2,,segmento-D
1737,48494987,125737,402853,2024-11-19,0.0,2024-11-19,2024-11-20,,288,0.0,2,,segmento-M
1738,48494987,125737,402853,2024-11-19,0.0,2024-11-19,2024-11-20,,288,0.0,2,,segmento-R
1739,48494987,125737,402853,2024-11-19,0.0,2024-11-19,2024-11-20,,288,0.0,2,,segmento-S
1740,48982922,125736,236252,2024-12-15,-563.61,,2024-11-01,,268,-0.2475824574826408,2,,segmento-D
1741,48982922,125736,236252,2024-12-15,-563.61,,2024-11-01,,268,-271.0402471003819,2,,segmento-M
1742,48982922,125736,236252,2024-12-15,-563.61,,2024-11-01,,268,-96.47660467320704,2,,segmento-R
1743,48982922,125736,236252,2024-12-15,-563.61,,2024-11-01,,268,-195.8455657689284,2,,segmento-S
1744,48983122,125737,236252,2024-12-15,-2436.69,,2024-11-01,,288,-1.0703885635871897,2,,segmento-D
1745,48983122,125737,236252,2024-12-15,-2436.69,,2024-11-01,,288,-1171.8050774596436,2,,segmento-M
1746,48983122,125737,236252,2024-12-15,-2436.69,,2024-11-01,,288,-417.1032768069354,2,,segmento-R
1747,48983122,125737,236252,2024-12-15,-2436.69,,2024-11-01,,288,-846.711257169834,2,,segmento-S
1748,48983117,125736,236252,2024-12-15,-1317.69,,2024-11-01,,268,-0.5788345281316885,2,,segmento-D
1749,48983117,125736,236252,2024-12-15,-1317.69,,2024-11-01,,268,-633.6775841480852,2,,segmento-M
1750,48983117,125736,236252,2024-12-15,-1317.69,,2024-11-01,,268,-225.55713562896005,2,,segmento-R
1751,48983117,125736,236252,2024-12-15,-1317.69,,2024-11-01,,268,-457.87644569482313,2,,segmento-S
1752,48983068,125736,236252,2024-12-15,-2849.23,,2024-11-01,,268,-1.2516090298846092,2,,segmento-D
1753,48983068,125736,236252,2024-12-15,-2849.23,,2024-11-01,,268,-1370.1957084612077,2,,segmento-M
1754,48983068,125736,236252,2024-12-15,-2849.23,,2024-11-01,,268,-487.7202965402347,2,,segmento-R
1755,48983068,125736,236252,2024-12-15,-2849.23,,2024-11-01,,268,-990.0623859686731,2,,segmento-S
1756,48983181,125736,236252,2024-12-15,-1037.7,,2024-11-01,,268,-0.4558405921288415,2,,segmento-D
1757,48983181,125736,236252,2024-12-15,-1037.7,,2024-11-01,,268,-499.0302947358392,2,,segmento-M
1758,48983181,125736,236252,2024-12-15,-1037.7,,2024-11-01,,268,-177.62951805217605,2,,segmento-R
1759,48983181,125736,236252,2024-12-15,-1037.7,,2024-11-01,,268,-360.5843466198559,2,,segmento-S
1760,48983182,125736,236252,2024-12-15,-428.33,,2024-11-01,,268,-0.18815669348226524,2,,segmento-D
1761,48983182,125736,236252,2024-12-15,-428.33,,2024-11-01,,268,-205.98404755151006,2,,segmento-M
1762,48983182,125736,236252,2024-12-15,-428.33,,2024-11-01,,268,-73.3198915556409,2,,segmento-R
1763,48983182,125736,236252,2024-12-15,-428.33,,2024-11-01,,268,-148.83790419936676,2,,segmento-S
1764,48983348,125736,236252,2024-12-15,-4425.13,,2024-11-01,,268,-1.9438699811574638,2,,segmento-D
1765,48983348,125736,236252,2024-12-15,-4425.13,,2024-11-01,,268,-2128.0465723661987,2,,segmento-M
1766,48983348,125736,236252,2024-12-15,-4425.13,,2024-11-01,,268,-757.4768326281447,2,,segmento-R
1767,48983348,125736,236252,2024-12-15,-4425.13,,2024-11-01,,268,-1537.6627250244994,2,,segmento-S
1768,48983430,125736,236252,2024-12-15,-598.24,,2024-11-01,,268,-0.2627947150767641,2,,segmento-D
1769,48983430,125736,236252,2024-12-15,-598.24,,2024-11-01,,268,-287.69382627230266,2,,segmento-M
1770,48983430,125736,236252,2024-12-15,-598.24,,2024-11-01,,268,-102.40443565532793,2,,segmento-R
1771,48983430,125736,236252,2024-12-15,-598.24,,2024-11-01,,268,-207.87894335729268,2,,segmento-S
1772,46975400,32,236252,2024-10-31,-209.13,,2024-10-31,,902,-209.13,0,,
1773,45298827,32,236252,2024-09-24,209.13,,2024-09-24,,902,209.13,0,,
1774,45808912,32,402884,2024-09-30,-4280.47,2024-09-30,2024-09-30,,902,-4280.47,0,,
1775,45095379,32,402884,2024-09-20,-3540.64,2024-09-19,2024-09-18,,902,-3540.64,0,,
1776,46613124,32,402884,2024-11-22,-4023.0,2024-11-21,2024-10-15,,902,-4023.0,0,,
1777,44860426,32,403011,2024-12-06,-2869.73,,2024-12-06,M1,902,-2869.73,0,,
1778,44860428,32,403011,2025-02-06,-2869.73,,2024-12-06,M1,902,-2869.73,0,,
1779,44860427,32,403011,2025-01-06,-2869.73,,2024-12-06,M1,902,-2869.73,0,,
1780,45333040,32,402853,2024-10-04,-229.85,2024-10-04,2024-10-07,,902,-229.85,0,,
1781,45937616,32,236252,2024-10-15,-341.66,,2024-09-01,,902,-341.66,0,,
1782,45938000,32,236252,2024-10-15,-5963.47,,2024-09-01,,902,-5963.47,0,,
1783,45937930,32,236252,2024-10-15,-573.88,,2024-09-01,,902,-573.88,0,,
1784,45938352,32,236252,2024-10-15,-278.25,,2024-09-01,,902,-278.25,0,,
1785,44384052,32,402853,2024-09-12,-301.7,2024-09-12,2024-09-02,,902,-301.7,0,,
1786,44828489,32,402853,2024-09-16,-6.08,2024-09-16,2024-09-06,,902,-6.08,0,,
1787,45065554,32,402853,2024-10-09,-607.58,2024-10-09,2024-09-09,,902,-607.58,0,,
1788,45153954,32,402853,2024-09-17,-8820.5,2024-09-17,2024-09-18,,902,-8820.5,0,,
1789,45294317,32,402853,2024-09-18,-7.59,,2024-09-18,,902,-7.59,0,,
1790,45293804,32,402853,2024-09-24,-1094.83,,2024-09-24,,902,-1094.83,0,,
1791,30300612,32,402853,2024-10-18,-2000.0,2024-10-18,2024-10-01,,902,-2000.0,0,,
1792,32822643,32,402856,2024-09-01,-3253.75,,2024-09-01,M1,902,-3253.75,0,,
1793,45904875,32,236252,2024-09-30,60.37,,2024-09-30,,902,60.37,0,,
1794,45904881,32,236252,2024-09-30,170.83,,2024-09-30,,902,170.83,0,,
1795,45905662,32,236252,2024-09-30,362.25,,2024-09-30,,902,362.25,0,,
1796,45905657,32,236252,2024-09-30,72.45,,2024-09-30,,902,72.45,0,,
1797,45905243,32,236252,2024-09-30,401.33,,2024-09-30,,902,401.33,0,,
1798,45905231,32,236252,2024-09-30,200.67,,2024-09-30,,902,200.67,0,,
1799,45905233,32,236252,2024-09-30,207.67,,2024-09-30,,902,207.67,0,,
1800,45905244,32,236252,2024-09-30,834.8,,2024-09-30,,902,834.8,0,,
1801,45904985,32,236252,2024-09-30,45.56,,2024-09-30,,902,45.56,0,,
1802,45904981,32,236252,2024-09-30,201.02,,2024-09-30,,902,201.02,0,,
1803,45904983,32,236252,2024-09-30,100.51,,2024-09-30,,902,100.51,0,,
1804,45904976,32,236252,2024-09-30,321.98,,2024-09-30,,902,321.98,0,,
1805,45905054,32,236252,2024-09-30,542.84,,2024-09-30,,902,542.84,0,,
1806,45905061,32,236252,2024-09-30,30.85,,2024-09-30,,902,30.85,0,,
1807,45905062,32,236252,2024-09-30,316.05,,2024-09-30,,902,316.05,0,,
1808,45905060,32,236252,2024-09-30,72.32,,2024-09-30,,902,72.32,0,,
1809,45905426,32,236252,2024-09-30,9.9,,2024-09-30,,902,9.9,0,,
1810,45905430,32,236252,2024-09-30,3.96,,2024-09-30,,902,3.96,0,,
1811,45905428,32,236252,2024-09-30,9.9,,2024-09-30,,902,9.9,0,,
1812,45905422,32,236252,2024-09-30,1.98,,2024-09-30,,902,1.98,0,,
1813,45905432,32,236252,2024-09-30,1.98,,2024-09-30,,902,1.98,0,,
1814,45905423,32,236252,2024-09-30,5.94,,2024-09-30,,902,5.94,0,,
1815,45905341,32,236252,2024-09-30,251.46,,2024-09-30,,902,251.46,0,,
1816,45905330,32,236252,2024-09-30,110.62,,2024-09-30,,902,110.62,0,,
1817,45905332,32,236252,2024-09-30,328.82,,2024-09-30,,902,328.82,0,,
1818,45904786,32,236252,2024-09-30,724.39,,2024-09-30,,902,724.39,0,,
1819,45904787,32,236252,2024-09-30,2173.16,,2024-09-30,,902,2173.16,0,,
1820,45904795,32,236252,2024-09-30,973.72,,2024-09-30,,902,973.72,0,,
1821,45904790,32,236252,2024-09-30,10499.91,,2024-09-30,,902,10499.91,0,,
1822,45904785,32,236252,2024-09-30,2099.98,,2024-09-30,,902,2099.98,0,,
1823,45905502,32,236252,2024-09-30,139.13,,2024-09-30,,902,139.13,0,,
1824,45905499,32,236252,2024-09-30,222.6,,2024-09-30,,902,222.6,0,,
1825,45905500,32,236252,2024-09-30,139.13,,2024-09-30,,902,139.13,0,,
1826,45905503,32,236252,2024-09-30,55.65,,2024-09-30,,902,55.65,0,,
1827,46209754,32,402853,2024-10-10,-5168.16,2024-10-10,2024-10-01,,902,-5168.16,0,,
1828,46207757,32,402853,2024-11-19,-128.4,2024-11-19,2024-10-03,,902,-128.4,0,,
1829,46208140,32,402853,2024-11-19,-398.04,2024-11-19,2024-10-03,,902,-398.04,0,,
1830,46834897,32,433995,2024-10-30,-7781.76,2024-10-30,2024-10-17,,902,-7781.76,0,,
1831,47243696,32,433996,2024-12-03,-2546.21,,2024-10-29,,902,-2546.21,0,,
1832,47646673,32,236252,2024-11-15,-724.5,,2024-10-01,,902,-724.5,0,,
1833,47647083,32,236252,2024-11-15,-388.66,,2024-10-01,,902,-388.66,0,,
1834,47647215,32,236252,2024-11-15,-19.8,,2024-10-01,,902,-19.8,0,,
1835,47647213,32,236252,2024-11-15,-198.0,,2024-10-01,,902,-198.0,0,,
1836,47647214,32,236252,2024-11-15,-19.8,,2024-10-01,,902,-19.8,0,,
1837,47647785,32,236252,2024-11-15,-5164.14,,2024-10-01,,902,-5164.14,0,,
1838,32822483,32,402856,2024-10-01,-345.41,,2024-10-01,M1,902,-345.41,0,,
1839,47665626,32,236252,2024-10-31,73.76,,2024-10-31,,902,73.76,0,,
1840,47665617,32,236252,2024-10-31,875.0,,2024-10-31,,902,875.0,0,,
1841,47665621,32,236252,2024-10-31,170.84,,2024-10-31,,902,170.84,0,,
1842,47666508,32,236252,2024-10-31,362.25,,2024-10-31,,902,362.25,0,,
1843,47666511,32,236252,2024-10-31,144.9,,2024-10-31,,902,144.9,0,,
1844,47666075,32,236252,2024-10-31,172.51,,2024-10-31,,902,172.51,0,,
1845,47666081,32,236252,2024-10-31,57.5,,2024-10-31,,902,57.5,0,,
1846,47666080,32,236252,2024-10-31,78.35,,2024-10-31,,902,78.35,0,,
1847,47665838,32,236252,2024-10-31,801.54,,2024-10-31,,902,801.54,0,,
1848,47665849,32,236252,2024-10-31,466.67,,2024-10-31,,902,466.67,0,,
1849,47665745,32,236252,2024-10-31,233.33,,2024-10-31,,902,233.33,0,,
1850,47665843,32,236252,2024-10-31,321.26,,2024-10-31,,902,321.26,0,,
1851,47665841,32,236252,2024-10-31,513.89,,2024-10-31,,902,513.89,0,,
1852,47665915,32,236252,2024-10-31,163.84,,2024-10-31,,902,163.84,0,,
1853,47665912,32,236252,2024-10-31,409.61,,2024-10-31,,902,409.61,0,,
1854,47665911,32,236252,2024-10-31,135.86,,2024-10-31,,902,135.86,0,,
1855,47665919,32,236252,2024-10-31,30.85,,2024-10-31,,902,30.85,0,,
1856,47665910,32,236252,2024-10-31,790.13,,2024-10-31,,902,790.13,0,,
1857,47665916,32,236252,2024-10-31,61.71,,2024-10-31,,902,61.71,0,,
1858,47666301,32,236252,2024-10-31,4.52,,2024-10-31,,902,4.52,0,,
1859,47666296,32,236252,2024-10-31,5.94,,2024-10-31,,902,5.94,0,,
1860,47666227,32,236252,2024-10-31,157.08,,2024-10-31,,902,157.08,0,,
1861,47666228,32,236252,2024-10-31,350.2,,2024-10-31,,902,350.2,0,,
1862,47666230,32,236252,2024-10-31,196.35,,2024-10-31,,902,196.35,0,,
1863,47666235,32,236252,2024-10-31,33.48,,2024-10-31,,902,33.48,0,,
1864,47666226,32,236252,2024-10-31,117.81,,2024-10-31,,902,117.81,0,,
1865,47666237,32,236252,2024-10-31,314.16,,2024-10-31,,902,314.16,0,,
1866,47665021,32,236252,2024-10-31,7214.14,,2024-10-31,,902,7214.14,0,,
1867,47665031,32,236252,2024-10-31,410.05,,2024-10-31,,902,410.05,0,,
1868,47665028,32,236252,2024-10-31,820.11,,2024-10-31,,902,820.11,0,,
1869,47665032,32,236252,2024-10-31,4199.92,,2024-10-31,,902,4199.92,0,,
1870,47666395,32,236252,2024-10-31,222.6,,2024-10-31,,902,222.6,0,,
1871,47666402,32,236252,2024-10-31,55.65,,2024-10-31,,902,55.65,0,,
1872,47666398,32,236252,2024-10-31,139.13,,2024-10-31,,902,139.13,0,,
1873,47666391,32,236252,2024-10-31,27.83,,2024-10-31,,902,27.83,0,,
1874,47722899,32,402853,2024-12-20,-128.4,2024-12-20,2024-11-05,,902,-128.4,0,,
1875,47731465,32,402853,2024-11-14,-365.75,2024-11-14,2024-11-06,,902,-365.75,0,,
1876,47789647,32,402853,2024-11-07,-5.64,2024-11-07,2024-11-01,,902,-5.64,0,,
1877,47881703,32,402853,2024-11-11,-5477.48,2024-11-11,2024-11-01,,902,-5477.48,0,,
1878,32822645,32,402856,2024-11-01,-3582.1,,2024-11-01,M1,902,-3582.1,0,,
1879,32823329,32,402856,2024-11-01,-131.06,,2024-11-01,M1,902,-131.06,0,,
1880,48983004,32,236252,2024-12-15,-8820.5,,2024-11-01,,902,-8820.5,0,,
1881,48983212,32,236252,2024-12-15,-336.3,,2024-11-01,,902,-336.3,0,,
1882,48983211,32,236252,2024-12-15,-6114.77,,2024-11-01,,902,-6114.77,0,,
1883,48983324,32,236252,2024-12-15,-198.0,,2024-11-01,,902,-198.0,0,,
1884,48983275,32,236252,2024-12-15,-334.75,,2024-11-01,,902,-334.75,0,,
1885,48983462,32,236252,2024-12-15,-278.25,,2024-11-01,,902,-278.25,0,,
1886,48977417,32,403011,2025-01-02,-8033.56,2025-01-02,2024-12-03,,902,-8033.56,0,,
1887,48933927,32,402853,2024-12-12,-129.9,2024-12-12,2024-12-02,,902,-129.9,0,,
1888,48950508,32,402853,2024-11-30,-107.41,,2024-11-30,,902,-107.41,0,,
1889,48983919,32,236252,2024-11-30,217.42,,2024-11-30,,902,217.42,0,,
1890,48983916,32,236252,2024-11-30,1268.67,,2024-11-30,,902,1268.67,0,,
1891,48983917,32,236252,2024-11-30,237.5,,2024-11-30,,902,237.5,0,,
1892,48983911,32,236252,2024-11-30,87.53,,2024-11-30,,902,87.53,0,,
1893,48984567,32,236252,2024-11-30,289.8,,2024-11-30,,902,289.8,0,,
1894,48984561,32,236252,2024-11-30,289.8,,2024-11-30,,902,289.8,0,,
1895,48984571,32,236252,2024-11-30,72.45,,2024-11-30,,902,72.45,0,,
1896,48984568,32,236252,2024-11-30,144.9,,2024-11-30,,902,144.9,0,,
1897,48984564,32,236252,2024-11-30,217.35,,2024-11-30,,902,217.35,0,,
1898,48984566,32,236252,2024-11-30,362.25,,2024-11-30,,902,362.25,0,,
1899,48984180,32,236252,2024-11-30,272.34,,2024-11-30,,902,272.34,0,,
1900,48984185,32,236252,2024-11-30,213.52,,2024-11-30,,902,213.52,0,,
1901,48984187,32,236252,2024-11-30,280.34,,2024-11-30,,902,280.34,0,,
1902,48984176,32,236252,2024-11-30,241.09,,2024-11-30,,902,241.09,0,,
1903,48984174,32,236252,2024-11-30,229.87,,2024-11-30,,902,229.87,0,,
1904,48984192,32,236252,2024-11-30,459.74,,2024-11-30,,902,459.74,0,,
1905,48984190,32,236252,2024-11-30,140.17,,2024-11-30,,902,140.17,0,,
1906,48984014,32,236252,2024-11-30,695.71,,2024-11-30,,902,695.71,0,,
1907,48984013,32,236252,2024-11-30,57.98,,2024-11-30,,902,57.98,0,,
1908,48983999,32,236252,2024-11-30,347.85,,2024-11-30,,902,347.85,0,,
1909,48984003,32,236252,2024-11-30,1326.29,,2024-11-30,,902,1326.29,0,,
1910,48984009,32,236252,2024-11-30,531.85,,2024-11-30,,902,531.85,0,,
1911,48984011,32,236252,2024-11-30,105.56,,2024-11-30,,902,105.56,0,,
1912,48984104,32,236252,2024-11-30,71.49,,2024-11-30,,902,71.49,0,,
1913,48984105,32,236252,2024-11-30,110.38,,2024-11-30,,902,110.38,0,,
1914,48984100,32,236252,2024-11-30,168.15,,2024-11-30,,902,168.15,0,,
1915,48984101,32,236252,2024-11-30,285.95,,2024-11-30,,902,285.95,0,,
1916,48984108,32,236252,2024-11-30,391.52,,2024-11-30,,902,391.52,0,,
1917,48984103,32,236252,2024-11-30,67.26,,2024-11-30,,902,67.26,0,,
1918,48984387,32,236252,2024-11-30,14.06,,2024-11-30,,902,14.06,0,,
1919,48984377,32,236252,2024-11-30,5.94,,2024-11-30,,902,5.94,0,,
1920,48984380,32,236252,2024-11-30,7.92,,2024-11-30,,902,7.92,0,,
1921,48984374,32,236252,2024-11-30,7.92,,2024-11-30,,902,7.92,0,,
1922,48984261,32,236252,2024-11-30,39.27,,2024-11-30,,902,39.27,0,,
1923,48984260,32,236252,2024-11-30,43.78,,2024-11-30,,902,43.78,0,,
1924,48984265,32,236252,2024-11-30,218.88,,2024-11-30,,902,218.88,0,,
1925,48984269,32,236252,2024-11-30,66.95,,2024-11-30,,902,66.95,0,,
1926,48984266,32,236252,2024-11-30,196.35,,2024-11-30,,902,196.35,0,,
1927,48983814,32,236252,2024-11-30,2161.04,,2024-11-30,,902,2161.04,0,,
1928,48983813,32,236252,2024-11-30,6437.89,,2024-11-30,,902,6437.89,0,,
1929,48983811,32,236252,2024-11-30,11234.11,,2024-11-30,,902,11234.11,0,,
1930,48983820,32,236252,2024-11-30,432.21,,2024-11-30,,902,432.21,0,,
1931,48984846,32,236252,2024-11-30,8560.0,,2024-11-30,,902,8560.0,0,,
1932,48984462,32,236252,2024-11-30,83.48,,2024-11-30,,902,83.48,0,,
1933,48984466,32,236252,2024-11-30,83.48,,2024-11-30,,902,83.48,0,,
1934,48984471,32,236252,2024-11-30,55.65,,2024-11-30,,902,55.65,0,,
1935,48984475,32,236252,2024-11-30,55.65,,2024-11-30,,902,55.65,0,,
1936,49588364,32,402853,2024-12-10,-4516.88,2024-12-10,2024-12-01,,902,-4516.88,0,,
1937,49624866,32,402853,2024-12-17,-253.48,2024-12-17,2024-12-03,,902,-253.48,0,,
1938,49794204,32,402853,2025-01-02,-4831.79,2025-01-02,2024-12-03,,902,-4831.79,0,,
1939,50305685,32,402853,2024-12-10,-7168.41,2024-12-10,2024-12-01,,902,-7168.41,0,,
1940,32823679,32,402856,2024-12-01,-6728.47,,2024-12-01,M1,902,-6728.47,0,,
1941,50806009,32,236252,2025-01-15,-350.98,,2024-12-01,,902,-350.98,0,,
1942,50806221,32,236252,2025-01-15,-724.5,,2024-12-01,,902,-724.5,0,,
1943,50807754,32,236252,2025-01-15,-467.97,,2024-12-01,,902,-467.97,0,,
1944,50807750,32,236252,2025-01-15,-8091.16,,2024-12-01,,902,-8091.16,0,,
1945,50809730,32,236252,2025-01-15,-316.93,,2024-12-01,,902,-316.93,0,,
1946,50809731,32,236252,2025-01-15,-498.39,,2024-12-01,,902,-498.39,0,,
1947,50809935,32,236252,2025-01-15,-19.8,,2024-12-01,,902,-19.8,0,,
1948,50809934,32,236252,2025-01-15,-19.8,,2024-12-01,,902,-19.8,0,,
1949,50809885,32,236252,2025-01-15,-392.7,,2024-12-01,,902,-392.7,0,,
1950,45448095,32,236252,2024-09-30,-209.13,,2024-09-30,,902,-209.13,0,,
1951,47152869,32,236252,2024-10-31,-209.13,,2024-11-30,,902,-209.13,0,,
1952,45298809,32,236252,2024-09-24,209.13,,2024-09-24,,902,209.13,0,,
1953,45298790,32,236252,2024-09-24,209.13,,2024-09-24,,902,209.13,0,,
1954,48609379,32,402884,2024-12-09,-989.0,2024-12-09,2024-11-25,,902,-989.0,0,,
1955,44860425,32,403011,2024-11-06,-2869.73,,2024-11-06,M1,902,-2869.73,0,,
1956,44860424,32,403011,2024-10-06,-2869.73,,2024-10-06,M1,902,-2869.73,0,,
1957,44410401,32,433996,2024-10-02,-27.81,2024-10-02,2024-09-01,,902,-27.81,0,,
1958,45937617,32,236252,2024-10-15,-430.4,,2024-09-01,,902,-430.4,0,,
1959,45937668,32,236252,2024-10-15,-724.5,,2024-09-01,,902,-724.5,0,,
1960,45937667,32,236252,2024-10-15,-724.5,,2024-09-01,,902,-724.5,0,,
1961,45938054,32,236252,2024-10-15,-388.65,,2024-09-01,,902,-388.65,0,,
1962,45938183,32,236252,2024-10-15,-19.8,,2024-09-01,,902,-19.8,0,,
1963,45938123,32,236252,2024-10-15,-3436.15,,2024-09-01,,902,-3436.15,0,,
1964,45938192,32,236252,2024-10-15,-57156.87,,2024-09-01,,902,-57156.87,0,,
1965,45938237,32,236252,2024-10-15,-59421.99,,2024-09-01,,902,-59421.99,0,,
1966,44415216,32,403011,2024-10-03,-8033.56,2024-10-03,2024-09-03,,902,-8033.56,0,,
1967,44658267,32,402853,2024-09-10,-4516.88,2024-09-10,2024-09-01,,902,-4516.88,0,,
1968,45153700,32,433995,2024-09-30,-160.0,2024-09-30,2024-09-19,,902,-160.0,0,,
1969,45296247,32,433996,2024-09-01,-721.95,,2024-09-01,,902,-721.95,0,,
1970,45343588,32,402853,2024-10-25,-198.0,2024-10-25,2024-09-25,,902,-198.0,0,,
1971,45520167,32,433996,2024-11-04,-756.0,2024-11-04,2024-09-27,,902,-756.0,0,,
1972,45907745,32,402853,2024-09-30,-109.83,2024-09-30,2024-09-30,,902,-109.83,0,,
1973,45907752,32,402853,2024-09-30,-278.02,2024-09-30,2024-09-30,,902,-278.02,0,,
1974,45904884,32,236252,2024-09-30,73.76,,2024-09-30,,902,73.76,0,,
1975,45904880,32,236252,2024-09-30,368.82,,2024-09-30,,902,368.82,0,,
1976,45904882,32,236252,2024-09-30,147.53,,2024-09-30,,902,147.53,0,,
1977,45904885,32,236252,2024-09-30,34.17,,2024-09-30,,902,34.17,0,,
1978,45904886,32,236252,2024-09-30,350.0,,2024-09-30,,902,350.0,0,,
1979,45905660,32,236252,2024-09-30,289.8,,2024-09-30,,902,289.8,0,,
1980,45905666,32,236252,2024-09-30,144.9,,2024-09-30,,902,144.9,0,,
1981,45905667,32,236252,2024-09-30,72.45,,2024-09-30,,902,72.45,0,,
1982,45905664,32,236252,2024-09-30,362.25,,2024-09-30,,902,362.25,0,,
1983,45905668,32,236252,2024-09-30,72.45,,2024-09-30,,902,72.45,0,,
1984,45905241,32,236252,2024-09-30,91.84,,2024-09-30,,902,91.84,0,,
1985,45905239,32,236252,2024-09-30,183.67,,2024-09-30,,902,183.67,0,,
1986,45905234,32,236252,2024-09-30,276.89,,2024-09-30,,902,276.89,0,,
1987,45905242,32,236252,2024-09-30,39.18,,2024-09-30,,902,39.18,0,,
1988,45905236,32,236252,2024-09-30,1003.34,,2024-09-30,,902,1003.34,0,,
1989,45904987,32,236252,2024-09-30,3174.64,,2024-09-30,,902,3174.64,0,,
1990,45904975,32,236252,2024-09-30,241.49,,2024-09-30,,902,241.49,0,,
1991,45904977,32,236252,2024-09-30,801.54,,2024-09-30,,902,801.54,0,,
1992,45904986,32,236252,2024-09-30,466.67,,2024-09-30,,902,466.67,0,,
1993,45905057,32,236252,2024-09-30,154.27,,2024-09-30,,902,154.27,0,,
1994,45905055,32,236252,2024-09-30,790.13,,2024-09-30,,902,790.13,0,,
1995,45905051,32,236252,2024-09-30,54.51,,2024-09-30,,902,54.51,0,,
1996,45905058,32,236252,2024-09-30,144.64,,2024-09-30,,902,144.64,0,,
1997,45905059,32,236252,2024-09-30,61.71,,2024-09-30,,902,61.71,0,,
1998,45905052,32,236252,2024-09-30,163.54,,2024-09-30,,902,163.54,0,,
1999,45905424,32,236252,2024-09-30,7.92,,2024-09-30,,902,7.92,0,,
2000,45905434,32,236252,2024-09-30,15.84,,2024-09-30,,902,15.84,0,,
2001,45905425,32,236252,2024-09-30,15.84,,2024-09-30,,902,15.84,0,,
2002,45905333,32,236252,2024-09-30,205.52,,2024-09-30,,902,205.52,0,,
